__label__sepakbola,"           - Masa depan   dispekulasikan setelah mengomentari kebijakan transfer  . Tapi, dia justru menyebut bahagia di Stamford Bridge.  Hazard dikaitkan dengan Real Madrid akhir-akhir ini. Kontraknya yang habis pada 2020 belum ada tanda-tanda untuk diperpanjang. Situasi itu diperkuat dengan komentarnya yang mengkritik belanja klub.  ""Tidak (pergi). Saya bahagia. Menyaksikan fans merayakan sesuatu adalah hal yang sangat kami sukai. kami tak memiliki musim yang hebat, namun setidaknya kami menutup musim dengan raihan sebuah trofi,"" kata Hazard seperti dikutip    Baca Juga:  Tapi, sekali lagi, Hazard mengomentari belanja klub. Dia berharap tambahan pemain bisa memperbaiki laju tim musim depan.  ""Kalau kami ingin memenangi lebih banyak pertandingan lagi, kami harus tampil lebih baik,"" ujar dia.  Sejak didatangkan Chelsea pada 2012, gelandang Belgia itu memang menjadi salah satu pemain kunci. Hazard membantu the Blues menjuarai dua Premier League, sekali Liga Europa, dan Piala Liga. DI musim 2017/2018, Hazard menunjukkan tajinya dengan membuat 16 gol dan 13 assist di seluruh kompetisi. Termasuk, 12 gol dan empat assist di Premier League.                                                 "
__label__sepakbola,"           - Derby Manchester di akhir pekan ini bisa menjadi penentu didapatnya titel juara bagi Manchester City. The Citizens dijagokan akan bisa melakukannya. Etihad Stadium, Sabtu (7/4/2018) pukul 23.00 WIB akan menjadi saksi apakah City bisa mengunci titel juara Premier League 2017/2018. The Cizens akan menjamu tetangga dekat mereka, Manchester United, di pekan 32 Liga Inggris. Kemenangan akan membuat skuat besutan Josep Guardiola mengumpulkan 87 poin. Dengan hanya ada enam laga tersisa setelahnya, MU (68 poin) tak akan bisa mengejar nilai City. Tuan rumah menjelang laga tersebut dalam kondisi tak ideal. Baru sehari lalu mereka kalah telak 0-3 dalam lawatan ke Liverpool di leg pertama babak 8 besar Liga Europa.  Konsentrasi Kevin de Bruyne dkk sangat mungkin terpecah. Mereka berada di antara dua pilihan yang sama-sama penting: mengunci titel juara di hadapan MU atau mempersiapkan diri membalas kekalahan atas Liverpool di Liga Champions. Dari pantauan detikSport di beberapa rumah taruhan Eropa, Jumat (6/4/2018) siang WIB, City diprediksikan menjadi juara di akhir pekan ini. Tuan rumah dijagokan menang. William Hill menempatkan City dalam koefisien 10/11, sementara MU diberi koefisien 3. Pun begitu pada Paddy Power yang memberi City koefisien 5/6 sementara MU pada posisi koefisien 3. Kondisi serupa ditemui pada betfair, Ladbrokes, dan Skybet. Semua menjagokan City memenangi Derby Manchester, yang artinya mengantar mereka ke tangga juara Premier League.                                               "
__label__sepakbola,"           -   dan   adalah dua tim paling jarang kebobolan di Premier League sejauh ini. Itu tak lepas dari faktor kiper di masing-masing kubu: Ederson Moraes dan David De Gea. Kedua tim akan berhadapan di Etihad dalam derby Manchester di Premier League, Sabtu (7/4/2018). Ini merupakan duel rival sekota, yang juga menempati dua posisi teratas papan klasemen sementara. Sebagaimana halnya derby, pertandingan tersebut niscaya berjalan sengit. Kedua kiper di masing-masing tim pun bakal menjadi sosok terakhir untuk mencegah timnya kebobolan. Statistik memperlihatkan keduanya pun mumpuni dalam urusan tersebut. Di kubu The Citizens ada Ederson, kiper 24 tahun asal Brasil yang menjalani musim pertamanya di kompetisi tanah Inggris. Ederson beradaptasi dengan baik dan langsung jadi andalan utama Pep Guardiola. Di Premier League 2017/2018 sejauh ini, Ederson dicatat   sudah membuat 14 clean sheet dari 31 laga. Ia juga menggagalkan dua penalti lawan. Itu salah satu alasan City menjadi tim paling sedikit kebobolan saat ini, 21 gol. Sementara itu The Red Devils memiliki De Gea, penjaga gawang 27 tahun yang saat ini menjadi andalan utama timnas Spanyol. Ia rutin menjadi salah satu penampil terbaik MU beberapa musim terakhir, termasuk jadi andalan utama Jose Mourinho saat ini. Dalam aksinya di Premier League 2017/2018, De Gea dicatat   sebagai kiper dengan clean sheet terbanyak yakni 16 dari 31 laga. Aksinya itu pula yang turut membuat MU cuma kebobolan 21 gol sejah ini. Ederson dan De Gea sama-sama punya aksi apik yang juga ditegaskan oleh statistik. Hal itu membuat Shay Given, mantan kiper top Republik Irlandia yang pernah merumput di Premier League, memberikan penilaian total setara pada kedua kiper menjelang laga derby. Dalam analisis mengenai atribut Ederson dan De Gea di  , Given sama rata memberi ponten 36 (dari maksimal 40) buat kedua kiper tersebut. Mereka dianggap sepadan dalam menangani bola (termasuk umpan silang) dan penguasaan area gawang. Yang sedikit membedakan adalah Ederson lebih baik dalam distribusi bola sedangkan De Gea unggul dalam kemampuan menghentikan bola. ""Ia seperti pemain outfield (non-kiper), mungkin ia bahkan lebih baik ketimbang beberapa pemain tengah dalam urusan olah bola. Ia kiper terbaik dunia dengan menggunakan kaki, operan panjang atau pendek,"" kata Given mengenai Ederson. ""Buat saya ia merupakan penyetop tembakan yang terbaik di dunia. Ia tampaknya semakin hebat saja; beberapa penyelamatan yang ia lakukan sungguh luar biasa. Mungkin kadang-kadang ia bikin dirinya sendiri terkesima,"" ucapnya tentang De Gea.                                                 "
__label__sepakbola,"           - David De Gea menjalani musim terbaiknya bersama  . Catatan-catatan statistik impresif kiper asal Spanyol itu yang bilang begitu. De Gea tampil gemilang saat MU memetik kemenangan 2-0 atas Bournemouth di lanjutan Liga Inggris. Dalam pertandingan di Vitality Stadium, Kamis (19/4/2018) dinihari WIB, dia membuat dua kali penyelamatan. Sementra dua pencetak gol kemenangan MU adalah Chris Smalling dan Romelu Lukaku. Dengan tambahan itu, De Gea sudah membukukan sebanyak 108 penyelamatan di Liga Inggris musim ini. Dia ada di posisi keempat kiper dengan penyelamatan terbanyak musim ini, di bawah Jack Butland, Lukasz Fabianski, dan Jordan Pickford. Sementara untuk urusan clean sheet, De Gea sudah mencatatkan sebanyak 21 kali membawa gawang MU bersih dari catatan kebobolan. Pencapaian itu merupakan raihan terbaik di sepanjang kariernya di skuat Setan Merah. Pencapaian itu kian spesial karena De Gea menjadi kapten MU untuk pertama kalinya. Atas performa oke itu, De Gea sudah masih daftar PFA Player of the Year. Kiper 27 tahun itu tak mau jemawa dengan pencapaian pribadi yang impresif itu. ""Saya sangat senang dengan bagaimana performa saya berjalan. Sungguh disayangkan bahwa kami tak memenangi satu target besar kami,"" kata De Gea di  . ""Kami masih masih harus menghadapi ajang Piala FA dan harus memastikan kami bisa memenangi tofi dan tak hanya untuk memenangi pernghargaan pribadi,"" dia menambahkan.                                                "
__label__sepakbola,"           - Prancis meraih kemenangan 3-1 saat menghadapi Rusia di pertandingan persahabatan. Paul Pogba mencetak satu gol dan menyumbang assist untuk gol Kylian Mbappe. Dalam pertandingan di St. Petersburg Stadium, Selasa (27/3/2018) malam WIB, Prancis menurunkan tim yang berbeda dari saat dikalahkan Kolombia. Pelatih Didier Deschamps melakuan tujuh perubahan pada timnya. Adrien Rabiot dan Pogba dipasang di lini tengah bersama N'Golo Kante. Di barisan penyerang, Ousmane Dembele dan Anthony Martial mendampingi Kylian Mbappe. Prancis membuka keunggulan di menit ke-40. Pogba mengirim umpan terobosan yang jatuh di kaki Mbappe. Setelah menggiring bola ke kotak penalti dan mencecoh pemain belakang Rusia, Mbappe kemudian melepaskan tembakan yang gagal diantisipasi kiper Andrey Lunev. Keunggulan Prancis bertambah di menit ke-49. Pogba sukses menjebol gawang Rusia lewat sebuah tendangan bebas langsung. Rusia menipiskan ketertinggalan di menit ke-68. Dari sisi kanan, Igor Smolnikov melepaskan umpan silang terukur ke kotak penalti yang dituntaskan dengan sempurna oleh Fyodor Smolov. Prancis akhirnya menyegel kemenangan lewat gol kedua Mbappe di menit ke-83. Penyerang berusia 19 tahun itu meliuk-liuk di kotak penalti sebelum melepaskan tembakan. Bola meluncur di sela-sela kaki Lunev dan bersarang di gawang. Kemenangan ini menjadi penebusan Prancis usai kalah dari Kolombia. Pada laga melawan Kolombia,   yang sempat unggul dua gol akhirnya kalah 2-3. Rusia: Lunev; Neustadter, Granat, Kudryasohv (Cheryshev 83'); Samedov (Smolnikov 46'), Golovin, Erokhin (Shvets 76'), Dzagoev (Anton Miranchuk 54'), Zhirkov (Rausch 46'); Aleksey Miranchuk (Zabolotny 66'), Smolov Prancis: Lloris; Pavard, Koscielny, Umtiti (Kimpembe 80'), Hernandez; Pogba, Kante (Tolisso 66'), Rabiot (Matuidi 81'); Dembele (Giroud 72'), Martial (Griezmann 58'), Mbappe (Lemar 86')                                                "
__label__sepakbola,"           - Sempat tertinggal 0-2, Manchester United berbalik menang 3-2 di laga derby. Strategi bola-bola panjangnya dinilai menyulitkan The Citizen. Bertandang ke Etihad Stadium, Sabtu (7/4), MU sempat tertinggal dua gol berkat aksi Vincent Kompany dan Ilkay Guendogan, yang berturut-turut mencetak gol di menit ke-25 dan 30. Di babak kedua, MU bisa menyamakan kedudukan juga dengan cepat. Paul Pogba berturut-turut mencetak gol di menit ke-53 dan 55. Di menit ke-69, Chris Smalling membawa MU berbalik memimpin 3-2 yang bertahan hingga laga tuntas. Ketiga gol tersebut dilesakkan dengan skema yang hampir sama. Semua berawal dari permainan bola-bola panjang. Gol pertama tercipta setelah Pogba memanfaatkan assist Ander Herrera, yang meneruskan umpan silang Alexis Sanchez dengan dada. Kemudian gol kedua dilesakkan Pogba lewat sundulan, memanfaatkan umpan lambung Sanchez ke kotak penalti. Adapun gol ketiga dicetak Smalling memanfaatkan tendangan bebas Sanchez. mencatat, MU memang banyak memainkan long ball di pertandingan semalam. Mereka melepaskan 57 umpan long ball, ketimbang City yang melakukannya sebanyak 50 kali. Selain itu, MU juga bisa melakukan banyak crossing ke kotak penalti. Sebanyak 14 kali umpan silang mereka lepaskan, hanya kalah dari City yang melepaskan 16 crossing. Selepas pertandingan, bek City Danilo menampik kalau timnya bermain buruk di babak kedua. Ia menjelaskan bola-bola panjang lawan yang membuat The Citizen kesulitan. ""Saya tidak sepakat dengan kalian sebab jika melihat statistik pertandingan, kalau kalian menganalisis pertandingan, kami menguasai , kami mengontrol pertandingan,"" kata Danilo merujuk 65% penguasan bola City seperti dilansir  ""Mereka cuma menggunakan bola-bola panjang, mencetak tiga gol dan itu terjadi hari ini. Kami bermain dengan cara yang sama sepanjang musim, kami menjaga level permainan yang sama, tapi hari ini itu tidak bekerja,"" eks bek Real Madrid itu menjelaskan.                                                "
__label__sepakbola,"           - Sejak kembali ke Manchester United, Paul Pogba belum tampil sebaik saat masih berkostum Juventus. Ian Wright punya saran untuk Jose Mourinho agar Pogba lebih mengilap. MU memecahkan rekor transfer termahal dunia ketika memulangkan Pogba dari Juventus pada 2016. Akan tetapi, penampilan yang diperlihatkan gelandang asal Prancis itu dalam dua musim terakhir belum memenuhi ekspektasi besar suporter Setan Merah. Pogba cenderung inkonsisten. Situasi Pogba di MU makin rumit pada musim ini karena ada rumor keretakan hubungannya dengan Mourinho. Rumor ini makin panas setelah Mourinho lebih memilih pemain muda Scott McTominay daripada Pogba dalam sejumlah pertandingan. Wright, yang lama membela Arsenal saat masih jadi pesepakbola, menyebut Pogba tak maksimal di MU karena tak dimainkan di posisi terbaiknya. Menurut pria yang sekarang menjadi pundit  itu, Pogba harusnya didorong lebih ke depan. ""(Pelatih timnas Prancis Didier) Deschamps sudah mengatakan bahwa dia tidak dimainkan dengan tepat. Pemain ini harus diberi kebebasan,"" ujar Wright. ""Pogba memang bisa bermain lebih dalam dan membagikan bola. Tapi, mainkan dia lebih ke depan agar dia bisa mengekspresikan dirinya. Dia adalah pemain semacam itu,"" katanya. ""Pogba ingin mengekspresikan diri dan melakukan hal semacam itu. Bagi saya masalah yang dimilikinya bukan sesuatu yang sulit dimengerti,"" tutur Wright. Pogba telah bermain pada 27 pertandingan di semua kompetisi bersama MU pada musim ini dengan sumbangan tiga gol dan sepuluh ------- Dapatkan 10 merchandise menarik dari detikcom dengan mengikuti  .                                                "
__label__sepakbola,"           - Pemain-pemain kelas 1992 telah menorehkan sejarah di Manchester United. Jesse Lingard ingin generasinya bisa meniru pendahulunya itu dengan meraih banyak trofi. Kelas '92 MU melahirkan pemain-pemain top macam David Beckham, Paul Scholes, Ryan Giggs, Gary Neville dan Phil Neville. Mereka telah meraih gelar-gelar di kompetisi bergengsi, termasuk saat mengukir  di 1999. Saat ini, skuat Setan Merah diisi sejumlah pemain dari tim mudanya. Mereka adalah Lingard, Marcus Rashford, dan Paul Pogba. Sekalipun ketiganya sempat berpisah saat Pogba berkarier selama empat musim bersama Juventus sebelum akhirnya kembali ke Old Trafford setahun lalu. Ketiganya telah membantu MU menjuarai Piala Liga dan Liga Europa di 2016/17. Koleksi gelar juara itu bisa bertambah karena MU berhasil lolos ke semifinal Piala FA.  ""Itu semua tentang membuat sejarah baru tapi Anda bisa melihat tim dengan Paul Scholes, David Beckham, Gary Neville, dan lain-lain, dan Anda melihat apa yang sudah mereka raih. Sudah sewajarnya seperti aku, Marcus, dan Paul mencoba menirunya dan memenangi banyak trofi,"" kata Lingard kepada  , yang dilansir  ""Mereka datang dari tim muda bersama-sama, tapi tim [muda]ku terpencar, jadi memiliki pemuda seperti Marcus di tim dengan Paul, mengingat dia sudah berada di sini sejak berusia 16 tahun, kami hanya ingin mencoba dan menyamai apa yang sudah mereka [kelas '92] lakukan."" Lingard sedang menikmati performa yang cukup oke. Pesepakbola berusia 25 tahun ini telah mencetak 13 gol dan lima assist di seluruh kompetisi untuk MU, walau sebagian besar dibuatnya dari bangku cadangan. ""Aku bermain bagus di tur pramusim tapi kemudian aku tidak bermain di beberapa bulan awal musim. Memang selalu berat menjalani periode itu, Anda harus berusaha dan membuat dampak dan Anda selalu harus siap,"" sambung pemain internasional Inggris ini. ""Aku sabar dan aku sudah tahu pada akhirnya aku akan mendapatkan kesempatanku. Sekarang aku merasa nyama dengan diri sendiri dan lingkunganku sehingga membuatku bisa bermain lepas. Konsistensi, gol-gol, dan assist -- hal-hal itu meningkatkan kepercayaan diri Anda dan membuat manajer berpikir bahwa dia tidak bisa mencadangkan Anda.""                                               "
__label__sepakbola,"           - Derby Manchester besok bakal jadi duel taktik antara Pep Guardiola dan Jose Mourinho. Akankah Mourinho kembali tunduk di hadapan Guardiola? Laga di Etihad Stadium, Sabtu (7/4/2018) malam WIB besok, bakal jadi duel penting untuk City dan MU. Pasalnya kemenangan di laga ini bakal mengantarkan City menjadi juara Premier League musim ini. Sebab saat ini City berselisih 16 poin dengan MU di posisi kedua. Jika tiga poin didapat, maka The Citizens akan unggul 19 poin dan MU tak bisa mengejar lagi di enam laga tersisa. MU tentu saja tak ingin rival sekotanya itu berpesta di depan mereka. Dengan kondisi City yang terbelah konsentrasinya dengan laga leg kedua perempatfinal Liga Champions kontra Liverpool, Setan Merah jelas diuntungkan. Meski begitu, MU juga patut mewaspadai rekor buruk sang manajer, Mourinho, saat bertemu Guardiola. Pria asal Spanyol itu memang paling sering berduel dengan Mourinho yang lebih banyak berakhir dengan kemenangan. Dicatat Transfermarkt, sejak pertemuan pertama di 16 September 2009 saat Inter Milan berimbang tanpa gol kontra Barcelona, Mourinho cuma empat kali menang dan sepuluh kali kalah. Sisanya berakhir enam seri. Ini adalah kekalahan terbanyak Mourinho dalam pertemuannya dengan seorang manajer. Bahkan total kemenangan Mourinho di atas juga yang paling sedikit didapat dari minimal 10 pertemuan. Cuma bikin 25 gol, gawang tim-tim Mourinho juga 37 kali dibobol tim-timnya Guardiola dengan rataan 0,9 poin per laga. Jelas Guardiola adalah kryptonite-nya Mourinho dan hal itu tentu membayanginya saat membawa MU melawat ke Etihad. Apakah Mourinho bisa menuntaskan mimpi buruk sekaligus menunda pesta City?                                                "
__label__sepakbola,"           - Liverpool akan menghadapi Manchester City pada laga krusial perempatfinal Liga Champions. Mohamed Salah sama sekali tidak gentar dengan hasil undian itu. The Reds masuk babak delapan besar Liga Champions untuk pertama kalinya sejak 2009. Menghadapi City akan menjadi ujian sesungguhnya bagi Liverpool, skuat besutan Josep Guardiola begitu perkasa di Premier League dan sudah meraih satu gelar musim ini di Piala Liga Inggris. Tapi Liverpool tentu saja masih punya peluang. Juergen Klopp memiliki lini depan yang impresif, malah jadi salah satu yang paling subur di Eropa saat ini.  Mohamed Salah pun mengakui bahwa dirinya sama sekali tak takut melawan The Citizens. Ia yakin City tak sesuperior yang diperkirakan banyak orang. ""Saya tak percaya City sangat hebat dan superior dibandingkan tim lain di Premier League. Terlepas dari apa yang dikatakan banyak orang. Buktinya kami sempat mengalahkan mereka,"" ungkapnya kepada  .  Di Anfield ketika itu, Liverpool menundukkan City dengan skor 4-3. Itu merupakan kekalahan pertama The Citizens di Premier League musim ini. Namun begitu, saat main di Etihad Stadium Liverpool kalah telak 0-5. ""Liga Champions akan selalu bergantung pada undian. Tapi, kami tak takut dengan siapapun. Kami melaju ke perempatfinal dan memiliki kesempatan menang yang sama dengan tujuh tim lainnya."" ""Banyak tim besar di kompetisi itu. Tapi, Anda harus ingat Liverpool adalah tim hebat di Eropa. Dan di level                                               "
